file,folder,set,cycle,slides,mtime,bytes,critical_aspects,n_aspects,core_questions_by_aspect,core_q_complete_all_aspects,ca_question_count,continuity_question,stock_and_flow,concept_bank,teacher_prep,day_dividers,response_slides,response_slides_with_prompt,all_response_notes_ok,response_missing_prompt_slides,links_slide,links_slide_urls,links_total_unique,links_copy,links_non_copy,links_gslides_non_copy,links_non_copy_sample,dims,dims_ok,fonts_ok,fonts_found,fonts_offending,colors_ok,colors_offending,format_ok,removed_slide_types,missing_required,advisory1_pass,advisory1_verdict,ca_question_text_verbatim,advisory2_structure,advisory2_detail,slide_types_ordered,teacher_note_slide,teacher_note_declares,teacher_note_declares_count,visibility_rung_declared,visibility_rung_text,simultaneity_declared,what_if_present,what_if_individual_written,concept_bank_relates,forbidden_vocab_beat,ngss_codes
▶ LIVE — Cycle 01 — Lab Safety (VT).pptx,Cycle 01 — Course Launch & Lab Safety (Unit 1),LIVE export,1,25,2026-08-26 14:33:55,679343,what a safety symbol is really telling you,1,"what a safety symbol is really telling you: 4/5 [Critical Aspect question, Build a Rule, Pattern Break, 3-Tier Question]",False,1,0,0,0,0,0,0,0,False,,0,0,0,0,0,0,,9144000x6858000,True,False,Arial; Calibri; Material Icons; Overlock,Calibri; Material Icons; Overlock,False,000000; 002060; 004D40; 00695C; 17365D; 1D1B10; 1D2939; 1E1C11; 4A5568; 4B5563; 7030A0; 999999; B2DFDB; D0D5DD; D68910; D9383A; E2E8F0; E4E7EC; E6F4F1; F4B400; F9F6FC; FC7876; FFC000,False,,Teacher Prep; Concept Bank; Links slide; Response slides; Day divider,True,S12: comparison,"S12: ""A safety symbol is more than a warning picture. What TWO things is every safety symbol trying to tell you?""",none,,Teacher reference > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > What if > Content/Explanation,absent,,0/7,no,,none,yes,unclear,absent,clean,
▶ LIVE — Cycle01_Day 1.pptx,Cycle 01 — Course Launch & Lab Safety (Unit 1),LIVE export,1,9,2026-08-26 10:25:42,3471995,What makes a science class worth being in,1,What makes a science class worth being in: 1/5 [3-Tier Question],False,0,0,0,0,0,0,0,0,False,,0,0,0,0,0,0,,9144000x6858000,True,False,Arial; Calibri; Inter; Inter ExtraBold; Inter Medium; Inter SemiBold,Calibri; Inter; Inter ExtraBold; Inter Medium; Inter SemiBold,False,000000; 0F766E; 1A202C; 1F2937; 2D3748; 4A5568; 718096; 94A3B8; A0AEC0; BEE3F8; CBD5E1; CCFBF1; D35400; D9A406; E2E8F0; F0FDFA; F7FAFC,False,,Teacher Prep; Concept Bank; Links slide; Response slides; Day divider,False,,,none,,Teacher reference > Content/Explanation > Content/Explanation > 3-Tier Question > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation,absent,,0/7,no,,none,no,n/a,absent,clean,
▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation — with Concept Bank.pptx,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),with-Concept-Bank,6,33,2026-08-29 15:55:28,703969,Releasing the energy in glucose | Oxygen and how much ATP you get,2,"Releasing the energy in glucose: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Oxygen and how much ATP you get: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,1,1,3,3,3,True,,1,11,24,0,24,0,https://www.youtube.com/watch?v=eJ9Zjc-jdys ; https://www.youtube.com/watch?v=YbdkbCU20_M ; https://www.biointeractive.org/classroom-resources/citric-acid-cycle ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=455,9144000x6858000,True,False,Arial; Calibri,Calibri,False,EFDF85,False,,,True,S10: comparison ;; S20: comparison,"S10: ""A flame and a cell both break down glucose, and both release its energy. What is different about HOW a cell does it?"" ;; S20: ""Breaking glucose the FIRST little bit does not need oxygen at all — that first step is called glycolysis. Two cells now break down the exact same glucose. One has oxygen, one does not. What makes their energy payoff so different?""",stock-and-flow model,stock-and-flow model (slide 11),Teacher reference > Teacher reference > Teacher Prep > Day divider > Teacher reference > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,slides 13,HS-LS1-7
▶ LIVE — Cycle 07a — Population Ecology.pptx,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),LIVE export,7a,32,2026-08-22 11:44:15,991475,Why growth bends — J vs S | What sets carrying capacity,2,"Why growth bends — J vs S: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; What sets carrying capacity: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,4,0,1,3,3,3,True,,1,4,9,0,9,0,https://www.youtube.com/watch?v=RBOsqmBQBQk ; https://phet.colorado.edu/en/simulations/natural-selection ; https://biomanbio.com/HTML5GamesandLabs/EcoGames/ecology.html ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=380,9144000x6858000,True,True,Arial,,False,EFDF85,False,,Concept Bank,False,S8: NO CONTRAST DEVICE ;; S18: comparison,"S8: ""Twenty-four rabbits became hundreds of millions in about 70 years — a curve shooting straight up. No population in the wild keeps that up forever. What makes a curve like that bend over and flatten?"" ;; S18: ""The S-curve flattens at some level and then stays there. That level is not an accident — something sets it. What decides how high the ceiling sits, and why can’t the population push past it?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Stock-and-flow model > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Stock-and-flow model > Stock-and-flow model > Response slide (What if) > Optional challenge > Relates to me > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS2-1; HS-LS2-2
▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),with-Concept-Bank,7a,33,2026-08-29 15:55:29,991404,Why growth bends — J vs S | What sets carrying capacity,2,"Why growth bends — J vs S: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; What sets carrying capacity: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,4,1,1,3,3,3,True,,1,4,9,0,9,0,https://www.youtube.com/watch?v=RBOsqmBQBQk ; https://phet.colorado.edu/en/simulations/natural-selection ; https://biomanbio.com/HTML5GamesandLabs/EcoGames/ecology.html ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=380,9144000x6858000,True,True,Arial,,False,EFDF85,False,,,False,S8: NO CONTRAST DEVICE ;; S18: comparison,"S8: ""Twenty-four rabbits became hundreds of millions in about 70 years — a curve shooting straight up. No population in the wild keeps that up forever. What makes a curve like that bend over and flatten?"" ;; S18: ""The S-curve flattens at some level and then stays there. That level is not an accident — something sets it. What decides how high the ceiling sits, and why can’t the population push past it?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Stock-and-flow model > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Stock-and-flow model > Stock-and-flow model > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS2-1; HS-LS2-2
▶ LIVE — Cycle 07b — Populations & Succession.pptx,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),LIVE export,7b,30,2026-08-22 11:44:18,1409716,Where succession is headed | What pioneer species do,2,"Where succession is headed: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; What pioneer species do: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,0,1,3,3,3,True,,1,7,13,0,13,0,https://www.youtube.com/watch?v=uqEUzgVAF6g ; https://www.youtube.com/watch?v=jZKIHe2LDP8 ; https://education.nationalgeographic.org/resource/environmental-turnaround/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=639,9144000x6858000,True,True,Arial,,False,EFDF85,False,,Concept Bank,True,S8: comparison ;; S18: comparison,"S8: ""Two photos of the same hillside: one right after a landslide (bare dirt), one 200 years later (thick forest). What is the bare ground changing toward — and how could you tell which photo was taken first?"" ;; S18: ""Bare rock and a garden both get the same seeds, sun, and rain. The garden grows; the bare rock stays empty. What does the rock not have yet — and who has to make it first?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS2-1; HS-LS2-2; HS-LS2-6
▶ LIVE — Cycle 07b — Populations & Succession — with Concept Bank.pptx,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),with-Concept-Bank,7b,31,2026-08-29 15:55:29,1409756,Where succession is headed | What pioneer species do,2,"Where succession is headed: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; What pioneer species do: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,1,1,3,3,3,True,,1,7,13,0,13,0,https://www.youtube.com/watch?v=uqEUzgVAF6g ; https://www.youtube.com/watch?v=jZKIHe2LDP8 ; https://education.nationalgeographic.org/resource/environmental-turnaround/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=639,9144000x6858000,True,True,Arial,,False,EFDF85,False,,,True,S8: comparison ;; S18: comparison,"S8: ""Two photos of the same hillside: one right after a landslide (bare dirt), one 200 years later (thick forest). What is the bare ground changing toward — and how could you tell which photo was taken first?"" ;; S18: ""Bare rock and a garden both get the same seeds, sun, and rain. The garden grows; the bare rock stays empty. What does the rock not have yet — and who has to make it first?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS2-1; HS-LS2-2; HS-LS2-6
▶ LIVE — Cycle 08 — Cells & Organelles.pptx,Cycle 08 — Cells & Organelles (Unit 2),LIVE export,8,30,2026-08-22 11:44:11,928692,Structure fits function | Plant cell vs animal cell,2,"Structure fits function: 4/5 [Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Plant cell vs animal cell: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",False,1,0,0,0,1,3,3,3,True,,1,7,15,0,15,0,https://drive.google.com/file/d/1Z93aLwdJ7JgKuvPtQw-tlB_aRKbnK152/view ; https://www.youtube.com/watch?v=6mgkoqcm6Sg ; https://learn.genetics.utah.edu/content/cells/scale/ ; https://www.youtube.com/watch?v=Pxujitlv8wc,9144000x6858000,True,True,Arial,,False,EFDF85,False,,Concept Bank,True,S17: comparison,"S17: ""Plant cells and animal cells are both eukaryotes, so they share a lot: a membrane, a nucleus, mitochondria, and ribosomes. But an animal has to eat to get its food, and a plant makes its own from sunlight. Which parts belong to ONLY one of them — and why does that cell need them?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Content/Explanation > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-1; HS-LS1-2
▶ LIVE — Cycle 08 — Cells & Organelles — with Concept Bank.pptx,Cycle 08 — Cells & Organelles (Unit 2),with-Concept-Bank,8,31,2026-08-29 15:55:29,928752,Structure fits function | Plant cell vs animal cell,2,"Structure fits function: 4/5 [Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Plant cell vs animal cell: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",False,1,0,0,1,1,3,3,3,True,,1,7,15,0,15,0,https://drive.google.com/file/d/1Z93aLwdJ7JgKuvPtQw-tlB_aRKbnK152/view ; https://www.youtube.com/watch?v=6mgkoqcm6Sg ; https://learn.genetics.utah.edu/content/cells/scale/ ; https://www.youtube.com/watch?v=Pxujitlv8wc,9144000x6858000,True,True,Arial,,False,EFDF85,False,,,True,S17: comparison,"S17: ""Plant cells and animal cells are both eukaryotes, so they share a lot: a membrane, a nucleus, mitochondria, and ribosomes. But an animal has to eat to get its food, and a plant makes its own from sunlight. Which parts belong to ONLY one of them — and why does that cell need them?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Content/Explanation > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-1; HS-LS1-2
▶ LIVE — Cycle 09 (review) — Cell Membrane & Transport.pptx,Cycle 09 — Cell Membrane & Transport (Unit 2),LIVE export,9,37,2026-08-22 11:43:22,1402133,Selective permeability | Bilayer structure,2,"Selective permeability: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Bilayer structure: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,0,1,3,3,3,True,,1,6,16,0,16,0,https://www.youtube.com/watch?v=Ptmlvtei8hw ; https://www.youtube.com/watch?v=L-osEc07vMs ; https://phet.colorado.edu/en/simulations/diffusion ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=418,9144000x6858000,True,False,Arial; Calibri,Calibri,False,000000; 1A1A1A; EFDF85,False,,Concept Bank,False,"S8: comparison, named alternatives ;; S18: NO CONTRAST DEVICE","S8: ""What is the membrane actually DOING when it decides what crosses — and how is that different from a wall or an open door? choose two paths."" ;; S18: ""The membrane is built from tiny molecules called phospholipids. Each one has a head that loves water and two tails that fear water. Because there is water inside AND outside the cell, the heads face out toward the water and the tails tuck together in the middle — two rows lined up, a bilayer. That leaves the middle of the membrane an oily, water-fearing zone. How could that one fact decide what is allowed to cross?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-2; HS-LS1-3
▶ LIVE — Cycle 09 (review) — Cell Membrane & Transport — with Concept Bank.pptx,Cycle 09 — Cell Membrane & Transport (Unit 2),with-Concept-Bank,9,38,2026-08-29 15:55:29,1401738,Selective permeability | Bilayer structure,2,"Selective permeability: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Bilayer structure: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,1,1,3,3,3,True,,1,6,16,0,16,0,https://www.youtube.com/watch?v=Ptmlvtei8hw ; https://www.youtube.com/watch?v=L-osEc07vMs ; https://phet.colorado.edu/en/simulations/diffusion ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=418,9144000x6858000,True,False,Arial; Calibri,Calibri,False,000000; 1A1A1A; EFDF85,False,,,False,"S8: comparison, named alternatives ;; S18: NO CONTRAST DEVICE","S8: ""What is the membrane actually DOING when it decides what crosses — and how is that different from a wall or an open door? choose two paths."" ;; S18: ""The membrane is built from tiny molecules called phospholipids. Each one has a head that loves water and two tails that fear water. Because there is water inside AND outside the cell, the heads face out toward the water and the tails tuck together in the middle — two rows lined up, a bilayer. That leaves the middle of the membrane an oily, water-fearing zone. How could that one fact decide what is allowed to cross?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-2; HS-LS1-3
▶ LIVE — Cycle 10 — Enzymes.pptx,Cycle 10 — Enzymes (Unit 2),LIVE export,10,34,2026-08-22 11:43:07,643319,"Enzymes lower activation energy and aren't used up | Shape, specificity, and denaturing",2,"Enzymes lower activation energy and aren't used up: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Shape, specificity, and denaturing: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,0,1,3,3,3,True,,1,7,16,0,16,0,https://www.youtube.com/watch?v=ok9esggzN18 ; https://www.youtube.com/watch?v=YacsIU97OFc ; https://phet.colorado.edu/en/simulations/reactions-and-rates ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=3034,9144000x6858000,True,True,Arial,,False,EFDF85,False,,Concept Bank,True,S8: comparison ;; S18: comparison,"S8: ""When an enzyme makes a reaction go faster, what is it actually changing — and what is it NOT changing?"" ;; S18: ""An enzyme only does one job. Its surface has a pocket called the active site, shaped to fit one exact molecule — the substrate — like one key fits one lock. The wrong molecule simply won't fit, so nothing happens. But that shape is fragile: too much heat, or the wrong pH, can bend the active site out of shape. What has to stay true about that shape for the enzyme to keep working?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Activity > Activity > Response slide (What if) > Activity > Relates to me > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-6
▶ LIVE — Cycle 10 — Enzymes — with Concept Bank.pptx,Cycle 10 — Enzymes (Unit 2),with-Concept-Bank,10,35,2026-08-29 15:55:29,643043,"Enzymes lower activation energy and aren't used up | Shape, specificity, and denaturing",2,"Enzymes lower activation energy and aren't used up: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Shape, specificity, and denaturing: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,1,1,3,3,3,True,,1,7,16,0,16,0,https://www.youtube.com/watch?v=ok9esggzN18 ; https://www.youtube.com/watch?v=YacsIU97OFc ; https://phet.colorado.edu/en/simulations/reactions-and-rates ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=3034,9144000x6858000,True,True,Arial,,False,EFDF85,False,,,True,S8: comparison ;; S18: comparison,"S8: ""When an enzyme makes a reaction go faster, what is it actually changing — and what is it NOT changing?"" ;; S18: ""An enzyme only does one job. Its surface has a pocket called the active site, shaped to fit one exact molecule — the substrate — like one key fits one lock. The wrong molecule simply won't fit, so nothing happens. But that shape is fragile: too much heat, or the wrong pH, can bend the active site out of shape. What has to stay true about that shape for the enzyme to keep working?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Activity > Activity > Response slide (What if) > Activity > Relates to me > Concept Bank > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-6
▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,Cycle 11 — The Cell Cycle → Cancer (Unit 2),LIVE export,11,33,2026-08-22 11:44:30,1746727,Checkpoints control the cycle | Cancer = regulation failure,2,"Checkpoints control the cycle: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Cancer = regulation failure: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,0,1,3,3,3,True,,1,6,14,0,14,0,https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view ; https://www.youtube.com/watch?v=QVCjdNxJreE ; https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer ; https://www.biointeractive.org/classroom-resources/cell-division-and-cancer-risk,9144000x6858000,True,False,Arial; Calibri,Calibri,False,EFDF85,False,,Concept Bank,True,"S8: comparison ;; S18: change condition, comparison","S8: ""Two cells reach the same checkpoint. One is allowed to divide, one is stopped. What is the checkpoint actually looking at to decide?"" ;; S18: ""A checkpoint is like a brake — it stops a broken cell from dividing. But what if the brake itself breaks? A change in the DNA, called a mutation, can damage the very genes that run the checkpoints, and a damaged cell is no longer stopped: it divides again and again, out of control. That is cancer — one of your own cells with its controls broken. A cancer cell divides faster and survives better than a normal cell. If it is so good at surviving, why is it dangerous to the body?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Content/Explanation > Content/Explanation > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-4
▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,Cycle 11 — The Cell Cycle → Cancer (Unit 2),with-Concept-Bank,11,34,2026-08-29 15:55:29,1746700,Checkpoints control the cycle | Cancer = regulation failure,2,"Checkpoints control the cycle: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Cancer = regulation failure: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,1,1,3,3,3,True,,1,6,14,0,14,0,https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view ; https://www.youtube.com/watch?v=QVCjdNxJreE ; https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer ; https://www.biointeractive.org/classroom-resources/cell-division-and-cancer-risk,9144000x6858000,True,False,Arial; Calibri,Calibri,False,EFDF85,False,,,True,"S8: comparison ;; S18: change condition, comparison","S8: ""Two cells reach the same checkpoint. One is allowed to divide, one is stopped. What is the checkpoint actually looking at to decide?"" ;; S18: ""A checkpoint is like a brake — it stops a broken cell from dividing. But what if the brake itself breaks? A change in the DNA, called a mutation, can damage the very genes that run the checkpoints, and a damaged cell is no longer stopped: it divides again and again, out of control. That is cancer — one of your own cells with its controls broken. A cancer cell divides faster and survives better than a normal cell. If it is so good at surviving, why is it dangerous to the body?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Content/Explanation > Content/Explanation > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-4
